date,reaction_count,top_react,comment_count,full_content,emojis,hashtags
2023-10-23 19:00:00,181,Thích và Yêu thích,4,"🌏☀️ NĂNG LƯỢNG TÁI TẠO - NGUYÊN LIỆU TỰ NHIÊN THỨ 5 CỦA BIA HEINEKEN, CHO NHỮNG KHOẢNH KHẮC TUYỆT VỜI VÀ TƯƠNG LAI BỀN VỮNG! Trong suốt 150 năm qua, Heineken® đã luôn sử dụng 4 nguyên liệu tự nhiên tốt nhất, bao gồm đại mạch, hoa bia, men A và nước để tạo ra những sản phẩm với chất lượng tuyệt hảo. Giờ đây, thương hiệu Heineken® tự hào giới thiệu năng lượng tái tạo như “nguyên liệu tự nhiên” thứ 5 cho các sản phẩm của mình tại Việt Nam. Bằng việc nấu bia với 100% năng lượng tái tạo, Heineken® sẽ tiếp tục mang đến những khoảnh khắc tuyệt vời cho người tiêu dùng và hiện thực hóa những tham vọng phát triển bền vững của công ty. Cùng nâng ly cho 150 năm sắp tới! #HEINEKENVietnam #He150ken #VimotVietNamtotdephon",🌏,"['#HEINEKENVietnam', '#He150ken', '#VimotVietNamtotdephon']"
2023-10-19 20:01:00,298,"Thích, Yêu thích và Thương thương",8,"“Làm công nghệ ở công ty bia là làm gì? Và là phụ nữ trong môi trường nhiều nam giới chắc là vất vả? Để tìm câu trả lời, hãy cùng gặp Huỳnh Cẩm Tú - Business Intelligence Assistant Manager và Nguyễn Hoàng Bảo Ngân – Digital Specialist, hai nhân viên đến từ bộ phận Kỹ thuật số và Công nghệ của HEINEKEN Việt Nam, trong video này và hai video tiếp theo! Đừng bỏ lỡ nhé! #HEINEKENVietNam #LifeatHEINEKENVietnam #WomenInBeer",,"['#HEINEKENVietNam', '#LifeatHEINEKENVietnam', '#WomenInBeer']"
2023-10-05 18:00:00,607,"Thích, Yêu thích và Thương thương",71,Đâu là thương hiệu của HEINEKEN Việt Nam mà bạn yêu thích nhất? 💚 🐅⭐🐯🏔️ 🍎🌊 Hãy chọn emoji của bạn nhé!,💚🐅🐯🏔🍎🌊,[]
2023-09-29 15:38:00,3990,"Thích, Yêu thích và Thương thương",18,"Một ngày làm việc của Giám đốc Nhãn hiệu bia sẽ như thế nào? Marketing ngành bia có những điểm đặc trưng thú vị gì? Và những điểm có thể bạn chưa biết về diện mạo mới của Bia Việt? Tất cả sẽ được Nguyễn Phương Thảo, Giám đốc Nhãn hiệu Bia Việt chia sẻ trong tập Một ngày làm việc của nhân viên HEINEKEN Việt Nam lần này. Theo dõi ngay bên dưới nhé 🥰👇 #HEINEKENVietnam #LifeatHEINEKENVietnam",🥰👇,"['#HEINEKENVietnam', '#LifeatHEINEKENVietnam']"
2023-09-26 16:01:00,969,"Thích, Yêu thích và Haha",10,"Tiếp tục series “Got A Minute?”, hãy cùng gặp Trần Thị Thủy Kiều - Employer Branding Lead để khám phá về Chương trình Thực tập tại HEINEKEN Việt Nam năm 2023 Trong 1 phút này, Thuỷ Kiều sẽ chia sẻ rất nhiều thông tin đặc biệt khi thực tập tại HEINEKEN Việt Nam cũng như 3 tip giúp bạn dễ dàng chinh phục nhà tuyển dụng và trở thành một thành viên của HEINEKEN Việt Nam. Hãy cùng lắng nghe chia sẻ của Kiều nhé! #HEINEKENVietnam #GotAMinute",,"['#HEINEKENVietnam', '#GotAMinute']"
2023-09-20 18:44:00,392,"Thích, Yêu thích và Haha",10,"MỘT NGÀY LÀM VIỆC CỦA GIÁM ĐỐC NHÃN HIỆU BIA VIỆT SẼ NHƯ THẾ NÀO? 🧐 Cùng đón xem câu chuyện của Nguyễn Phương Thảo – Giám đốc Nhãn hiệu Bia Việt, nhân vật tiếp theo trong series “Một ngày làm việc của nhân viên HEINEKEN Việt Nam”nhé! Phương Thảo sẽ chia sẻ về ngày làm việc của mình tại HEINEKEN Việt Nam, cũng như hành trình phát triển bản thân và nghề nghiệp cùng Bia Việt ⭐️ Câu chuyện sẽ sớm được lên sóng trong tháng 9 này, hãy cùng đón xem nhé! #HEINEKENVietnam #LifeatHEINEKENVietnam",🧐,"['#HEINEKENVietnam', '#LifeatHEINEKENVietnam']"
2023-09-18 20:00:00,334,"Thích, Yêu thích và Thương thương",6,"Với HEINEKEN Việt Nam, phát triển bền vững là kim chỉ nam trong mọi hoạt động của chúng tôi, là cách chúng tôi vận hành doanh nghiệp, tạo ra và mang sản phẩm đến tay người tiêu dùng, đồng thời gắn kết với cộng đồng địa phương. Nhưng hành trình này không thể thiếu nỗ lực chung tay của tất cả chúng ta. Từ những hành động nhỏ mỗi ngày, cùng đồng hành với HEINEKEN Việt Nam trên hành trình Vì một Việt Nam tốt đẹp hơn ngay hôm nay nhé! #BenVungcungHEINEKEN",,['#BenVungcungHEINEKEN']
2023-09-08 15:46:00,325,"Thích, Yêu thích và Thương thương",21,"🔔 CHƯƠNG TRÌNH THỰC TẬP SINH 2023 ĐỢT 2 CHÍNH THỨC MỞ ĐƠN 🔔 Hãy bắt đầu sự nghiệp của bạn cùng Chương trình Thực tập HEINEKEN Việt Nam 2023 (Đợt 2) và tham gia cộng đồng Thực tập sinh gồm hơn 50 tài năng trẻ của chúng tôi trên toàn quốc! Các bộ phận đang mở tuyển:
Trade Marketing | Modern Trade | E-commerce | eB2B | People | Legal | Safety | Sustainability | Dev | Business Analyst | Data Analyst | UX/UI Điều kiện ứng tuyển:
📍 Sinh viên năm 3, 4 và chưa tốt nghiệp, có thể làm việc toàn thời gian trong vòng 6 tháng kể từ tháng 10-11/2023.
📍 Là người có tinh thần cầu tiến, chủ động, tích cực và khả năng học tập tốt.
📍 Kỹ năng giao tiếp, giải quyết vấn đề và kỹ năng tiếng Anh tốt. Tìm hiểu các vị trí mở tuyển và ứng tuyển ngay tại: bit.ly/3sH7kYp #HEINEKENVietnam #internship",🔔🔔📍📍📍,"['#HEINEKENVietnam', '#internship']"
2023-08-17 17:56:00,208,"Thích, Yêu thích và Thương thương",3,"Cùng Heineken® khám phá yếu tố tạo nên khoảnh khắc tuyệt vời! Mang đến những khoảnh khắc tuyệt vời cho người tiêu dùng là một phần trong DNA của thương hiệu Heineken® trong 150 năm qua. Đối với Heineken® việc mang đến khoảnh khắc tuyệt vời cho khách hàng cũng quan trọng như chất lượng bia mà nhãn hiệu tạo ra. Nhưng làm thế nào để tìm ra các yếu tố tạo nên ""Khoảnh khắc tuyệt vời""? Heineken® đã hợp tác với nhà khoa học hành vi, Tiến sĩ Chris Brauer, Goldsmiths, Đại học London, để phát triển 'Chỉ số Khoảnh khắc Tuyệt vời'. Chỉ số này xác định các điều kiện cốt lõi giúp mang đến những khoảnh khắc tuyệt vời cho người dùng - bao gồm sự cởi mở, hòa nhập và kết nối con người. #HeineKEN #He150ken #Heineken150Nam #GoodTimesIndex",,"['#HeineKEN', '#He150ken', '#Heineken150Nam', '#GoodTimesIndex']"
2023-08-04 17:50:00,218,"Thích, Yêu thích và Thương thương",3,"Hàng ngàn năm qua, Bia đã cùng chúng ta chia sẻ vô số khoảnh khắc gắn kết đầy ý nghĩa🍻 Nâng ly mừng ngày Quốc tế Bia 4/8/2023, và cùng tận hưởng những khoảng thời gian tuyệt vời bên ly bia nhé! #HEINEKENVietnam #InternationalBeerDay",🍻,"['#HEINEKENVietnam', '#InternationalBeerDay']"
2023-08-01 19:00:00,136,"Thích, Yêu thích và Wow",2,"Trong tập mới nhất của series “Got A Minute?”, Nguyễn Kim Khánh - Chuyên viên khách hàng trọng điểm eB2B sẽ chia sẻ về những hoạt động mà nhân viên HEINEKEN Việt Nam đang thực hiện “Vì một Việt Nam tốt đẹp hơn”. Trong năm 2022, HEINEKEN Việt Nam đã tổ chức Ngày Tình nguyện dành cho Nhân viên nhằm kêu gọi nhân viên chung tay giải quyết các vấn đề môi trường và xã hội. Chương trình đã thu hút hơn 800 nhân viên tham gia với ba hoạt động chính: dọn dẹp đường phố/ bờ biển, trồng/ chăm sóc rừng và hỗ trợ từ thiện. Khánh là một trong những tình nguyện viên đã tham gia chăm sóc 4ha rừng, góp phần bảo vệ nguồn nước tại Đồng Nai. Hãy cùng lắng nghe câu chuyện của Khánh nhé! Tìm hiểu thêm tại Báo cáo Phát triển Bền vững năm 2022 của chúng tôi: https://heineken-vietnam.com.vn/phat-trien-ben-vung/ #HEINEKENVietnam #GotAMinute?",,"['#HEINEKENVietnam', '#GotAMinute?']"
2023-07-27 10:00:00,131,Thích và Yêu thích,9,"Bạn gọi Heineken® là gì? Haikenen? Hoineken? Hay Ken? Bạn có biết Heineken được các fan gọi bằng nhiều tên khác nhau như “Jaineken” ở Mexico, “Henikeno” ở Nhật, “Chairman” ở Nigeria và nhiều biến tấu khác nữa. Heineken®, một trong những thương hiệu bia nổi tiếng nhất thế giới, sẽ chào mừng sinh nhật lần thứ 150 bằng một chiến dịch độc đáo. Ý tưởng cho chiến dịch lần này xuất phát từ thực tế Heineken® đã từng bị gọi sai theo những cách khá thú vị, và được thưởng thức theo những cách khác lạ ở khắp nơi trên thế giới. Tuy nhiên, những khoảnh khắc thú vị và khác biệt này đều có điểm chung là những giây phút tuyệt vời được tạo ra bên những ly bia Heineken®. Cùng các hoạt động kỷ niệm 150 năm bia Heineken® trên toàn thế giới, Heineken® cũng sẽ giới thiệu chương trình “150 Năm Tưng Bừng - Đại Tiệc Của Thế Giới” tại Việt Nam, cùng một loạt các hoạt động cho người tiêu dùng Việt Nam. Cùng đón chờ nhé! #HeineKEN #He150ken #Heineken150Nam",,"['#HeineKEN', '#He150ken', '#Heineken150Nam']"
2023-07-26 18:59:00,606,"Thích, Yêu thích và Phẫn nộ",11,"Cùng gặp bác sĩ Hoàng Đức Thạnh - Giám đốc Hỗ trợ Y tế vùng Châu Á Thái Bình Dương HEINEKEN và tham quan phòng khám của nhân viên HEINEKEN Việt Nam trong tập tiếp theo của ""Got A Minute?"" 💚 Quan tâm đến con người, đảm bảo sức khỏe thể chất và tinh thần cho nhân viên là một trong những ưu tiên Phát triển bền vững tại HEINEKEN Việt Nam. Trong năm 2022, chúng tôi tiếp tục triển khai các chương trình chăm sóc sức khỏe cho nhân viên - bao gồm khám và tư vấn y tế trực tiếp, các buổi tọa đàm về sức khỏe trực tuyến và câu lạc bộ thể thao nhằm thúc đẩy lối sống lành mạnh và cân bằng cho nhân viên. Tìm hiểu thêm tại Báo cáo Phát triển Bền vững năm 2022 của chúng tôi: https://heineken-vietnam.com.vn/phat-trien-ben-vung/ #HEINEKENVietnam",💚,['#HEINEKENVietnam']
2023-07-25 19:00:00,115,Thích và Yêu thích,0,"CẢNH BÁO: MẠO DANH HEINEKEN VIỆT NAM ĐỂ TUYỂN DỤNG, LỪA ĐẢO ⚠️ Gần đây trên mạng xã hội đã xuất hiện thủ đoạn mạo danh HEINEKEN Việt Nam để tuyển dụng. Các ứng viên có nhu cầu tìm hiểu công việc tại HEINEKEN Việt Nam cần lưu ý thông tin dưới đây để tránh bị lừa đảo, chiếm đoạt tài sản: Hình thức và thủ đoạn:
🔷 Thông tin tuyển dụng được đăng tải trên fanpage giả mạo HEINEKEN Việt Nam, website tuyển dụng giả mạo HEINEKEN Việt Nam, và trang cá nhân của nhân viên HEINEKEN Việt Nam bị giả mạo 🔷 Thông báo tuyển dụng giả mạo chữ ký và con dấu của HEINEKEN Việt Nam để đăng tải thông tin tuyển dụng hoặc gửi trực tiếp đến ứng viên 🔷 Sử dụng form mẫu, email giả mạo bộ phận tuyển dụng của HEINEKEN Việt Nam để gửi ứng viên 🔷 Giả mạo nhân viên HEINEKEN Việt Nam để tiếp cận ứng viên Việc tuyển dụng của HEINEKEN Việt Nam được thực hiện đúng theo quy trình, quy định của tập đoàn. Chúng tôi TUYỆT ĐỐI KHÔNG YÊU CẦU ứng viên:
✖️ Trả phí hoặc nạp tiền
✖️ Tương tác trên các nhóm của ứng dụng Telegram, Zalo, Facebook
✖️ Thực hiện các thử thách, nhiệm vụ, chụp ảnh màn hình, quét mặt, ghi âm giọng nói
✖️ Đăng ký và tải các ứng dụng
✖️ Đăng ký tài khoản trên website
✖️ Cấp quyền truy cập tài khoản, thiết bị cá nhân của ứng viên
✖️ Thông qua các hình thức môi giới, có thu phí hoặc không thu phí, để có thông tin việc làm hoặc đảm bảo có việc làm tại HEINEKEN Việt Nam
HEINEKEN Việt Nam chỉ đăng tải thông tin tuyển dụng trên các kênh chính thức sau:
🌐 Website chính thức: https://heineken-vietnam.com.vn/tuyen-dung/
🌐 LinkedIn chính thức: https://www.linkedin.com/company/heinekenvietnam/mycompany/ Ứng viên cũng có thể liên hệ qua các kênh sau để biết thêm thông tin về các vị trí tuyển dụng:
🌐 Email chính thức: hvnrecruitment@heineken.com
🌐 Các số điện thoại liên hệ: https://heineken-vietnam.com.vn/gioi-thieu/#heineken-map Trân trọng,
HEINEKEN Việt Nam",🔷🔷🔷🔷🌐🌐🌐🌐,[]
2023-07-19 16:28:00,176,"Thích, Yêu thích và Wow",3,"Ở tập đầu tiên của series “Got A Minute?”, hãy cùng gặp Nguyễn Hữu Hoàng, Trưởng Bộ phận Phát triển Bền vững tại HEINEKEN Việt Nam, người đã góp phần thực hiện Heineken® Greener Bar đầu tiên tại Việt Nam 💚 Trong 1 phút, Hoàng sẽ chia sẻ những thông tin thú vị về quầy bar thân thiện với môi trường cũng như hành trình nỗ lực trở nên “Xanh Hơn Mỗi Ngày” của nhãn hiệu bia Heineken®. #PháttriểnBềnvững #GreenerBar #HEINEKENViệtNam",💚,"['#PháttriểnBềnvững', '#GreenerBar', '#HEINEKENViệtNam']"
2023-07-14 19:00:00,412,"Thích, Yêu thích và Wow",6,CHÚNG TÔI ĐÃ CẮT GIẢM LƯỢNG PHÁT THẢI CO₂ LÊN TỚI 87% SO VỚI NĂM 2018! Sản xuất bằng 96% năng lượng tái tạo đã giúp HEINEKEN Việt Nam cắt giảm 87% phát thải CO₂ so với năm 2018. Đẩy mạnh tiến trình chuyển đổi sang sử dụng năng lượng tái tạo là một trong những nỗ lực giúp chúng tôi tiến gần hơn đến tham vọng đạt phát thải ròng bằng “0” vào năm 2025. Tìm hiểu thêm tại Báo cáo Phát triển Bền vững năm 2022 của chúng tôi: https://heineken-vietnam.com.vn/phat-trien-ben-vung/ #HEINEKENVietnam #PhatTrienBenVung,,"['#HEINEKENVietnam', '#PhatTrienBenVung']"
2023-07-07 14:43:00,83,Thích và Yêu thích,1,"Anh Nguyễn Hữu Hoàng, Trưởng Bộ phận Phát triển Bền vững HEINEKEN Việt Nam vừa có chia sẻ với Vietcetera về khái niệm và công việc làm phát triển bền vững. Đồng thời, anh Hoàng cũng tiết lộ thêm cách để các bạn trẻ bắt đầu sự nghiệp trong ngành nghề hấp dẫn này. Đọc toàn bộ bài tại viết tại: https://vietcetera.com/vn/bat-dau-tu-dau-neu-muon-theo-duoi-linh-vuc-phat-trien-ben-vung?fbclid=IwAR0Ijg1CLK1MlgPfV7O3ukTVLhqEA08V0YCBeZ7pZZBSHH4vIOivYFZ3ddE",,[]
2023-06-27 15:24:00,10764,"Thích, Yêu thích và Haha",197,"🌱 Bạn có biết những phụ và phế phẩm nông nghiệp như trấu, mùn cưa hay dăm gỗ có thể được chuyển thành nhiệt năng để nấu bia tại HEINEKEN Việt Nam? Năm 2022, nhà máy bia HEINEKEN Quảng Nam đã chuyển sang sử dụng nhiệt năng tái tạo để nấu bia, và giảm đến 44% lượng phát thải CO2 so với việc sử dụng diesel để tạo nhiệt. Với chuyển đổi này, HEINEKEN Việt Nam đã dùng nhiệt năng sinh khối để nấu bia tại 6/6 nhà máy, và hướng đến hiện thực hóa tham vọng phát thải ròng bằng ""0"" trong sản xuất vào năm 2025. Tìm hiểu thêm tại Báo cáo Phát triển Bền vững năm 2022 của chúng tôi 🌏: https://heineken-vietnam.com.vn/phat-trien-ben-vung/ #HEINEKENVietnam #PhatTrienBenVung #ViMotVietNamTotDepHon",🌱🌏,"['#HEINEKENVietnam', '#PhatTrienBenVung', '#ViMotVietNamTotDepHon']"
2023-06-19 16:51:00,52,"Thích, Yêu thích và Thương thương",3,HEINEKEN Việt Nam đang làm gì để hướng đến Tác động Môi trường bằng 0? Tìm hiểu thêm tại Báo cáo Phát triển Bền vững năm 2022 của chúng tôi: https://heineken-vietnam.com.vn/phat-trien-ben-vung/ #HEINEKENVietnam #PhatTrienBenVung #ViMotVietNamTotDepHon,,"['#HEINEKENVietnam', '#PhatTrienBenVung', '#ViMotVietNamTotDepHon']"
2023-06-15 10:55:00,169,"Thích, Yêu thích và Thương thương",22,"HÀNH TRÌNH XÂY DỰNG MỘT VIỆT NAM TỐT ĐẸP HƠN CÙNG HEINEKEN VIỆT NAM Phát triển bền vững là kim chỉ nam xuyên suốt mọi hoạt động của HEINEKEN Việt Nam, là cách chúng tôi vận hành doanh nghiệp, tạo ra và mang sản phẩm đến tay người tiêu dùng, đồng thời gắn kết với cộng đồng địa phương. Cùng khám phá những bước tiến của chúng tôi cho mục tiêu “Vì Một Việt Nam Tốt Đẹp Hơn” trong Báo cáo Phát triền Bền vững 2022, ra mắt hôm nay: https://heineken-vietnam.com.vn/phat-trien-ben-vung/ Những thách thức trong lĩnh vực phát triển bền vững trong tương lai sẽ đòi hỏi chúng ta phải chung tay hành động. Hãy theo dõi và đồng hành cùng chúng tôi nhé! 👐 #HEINEKENViệtNam #Phattrienbenvung #ViMotVietnamTotDepHon",👐,"['#HEINEKENViệtNam', '#Phattrienbenvung', '#ViMotVietnamTotDepHon']"
2023-06-12 15:15:00,246,"Thích, Yêu thích và Haha",14,"CÔNG VIỆC CỦA KỸ SƯ CÔNG NGHỆ TẠI NHÀ MÁY BIA LỚN NHẤT ĐÔNG NAM Á Nếu như Nhân viên Sales luôn túc trực ngoài thị trường, sẵn sàng mang sản phẩm của chúng tôi đến tay người tiêu dùng, thì Kỹ sư Công nghệ lại có một vai trò thầm lặng hơn, nhưng cũng không kém phần quan trọng. Họ là những người đảm bảo chất lượng sản phẩm của HEINEKEN Việt Nam thơm ngon, đạt tiêu chuẩn quốc tế trước khi ra thị trường. Hãy theo dõi một ngày làm việc của Trần Thụy Thủy Tiên – Kỹ sư Công Nghệ tại nhà máy bia HEINEKEN Việt Nam Vũng Tàu, nhà máy bia lớn nhất Đông Nam Á để tìm hiểu thêm về công việc thú vị này nhé 💚 #HEINEKENVietnam #LifeatHEINEKENVietnam",💚,"['#HEINEKENVietnam', '#LifeatHEINEKENVietnam']"
2023-06-05 19:22:00,266,"Thích, Yêu thích và Thương thương",6,"HEINEKEN VIỆT NAM ĐÃ LÀM GÌ ĐỂ HẠN CHẾ Ô NHIỄM NHỰA? ♻️ Trong nhiều năm qua, tái sử dụng và tái chế vật liệu nhựa trong sản xuất là cách HEINEKEN Việt Nam góp phần cắt giảm rác thải nhựa. Chẳng hạn, 98% két bia bằng nhựa của chúng tôi được tái sử dụng từ 5 đến 10 năm, trước khi được tái chế. Đây là một phần quan trọng chiến lược phát triển bền vững của HEINEKEN Việt Nam. Nhân ngày môi trường thế giới 5/6 năm nay với chủ đề ""Giải pháp cho ô nhiễm nhựa"", hãy cùng HEINEKEN Việt Nam tiếp tục hành động “Vì một Việt Nam tốt đẹp hơn”. #HEINEKENVietnam",,['#HEINEKENVietnam']
2023-05-30 19:00:00,327,"Thích, Yêu thích và Haha",12,"🧐 LÀM SAO CHÚNG TÔI CÓ THỂ ĐẢM BẢO BIA SẢN XUẤT TẠI VIỆT NAM CŨNG CHẤT LƯỢNG VÀ THƠM NGON NHƯ BIA SẢN XUẤT Ở CÁC NƠI KHÁC TRÊN THẾ GIỚI? 🌟 Ở tập tiếp theo trong series “Một ngày làm việc của nhân viên HEINEKEN Việt Nam”, chúng ta sẽ gặp gỡ Trần Thuỵ Thủy Tiên, kỹ sư Công nghệ Gen Z tại nhà máy Vũng Tàu. Tiên sẽ chia sẻ về một ngày làm việc của mình, giải đáp câu hỏi trên và đưa chúng ta đi tham quan một vòng nhà máy bia lớn nhất Đông Nam Á. “Một ngày làm việc của Kỹ sư Công nghệ tại HEINEKEN Việt Nam” sẽ được lên sóng trong tháng 6, hãy cùng đón xem nhé! 😍 #HEINEKENVietnam #LifeatHEINEKENVietnam",🧐🌟😍,"['#HEINEKENVietnam', '#LifeatHEINEKENVietnam']"
2023-05-10 16:00:00,1213,"Thích, Yêu thích và Thương thương",15,"TUẦN HOÀN NƯỚC TẠI HEINEKEN VIỆT NAM: TỪ NƯỚC THẢI ĐẾN HỒ CÁ TRONG XANH Nước là một phần quan trọng của Trái Đất, và nước cũng chiếm đến hơn 95% sản phẩm của chúng tôi. Vì thế, HEINEKEN Việt Nam luôn nỗ lực bảo vệ nguồn tài nguyên quý giá này. 💧 100% nước thải tại 6 nhà máy của chúng tôi được xử lý để có thể tái sử dụng cho nhiều mục đích khác nhau. Tại nhà máy bia HEINEKEN Tp. Hồ Chí Minh, nước thải sau xử lý được dùng để làm nước hồ cá. ♻️ Tuần hoàn nước cũng là một trong ba trọng tâm trong chiến lược bảo tồn nguồn nước của HEINEKEN Việt Nam. Hãy cùng xem video để hiểu thêm về tuần hoàn nước tại nhà máy của chúng tôi nhé. #HEINEKENVietnam",💧,['#HEINEKENVietnam']
2023-04-22 11:04:00,1227,"Thích, Yêu thích và Thương thương",19,"CHÚNG TÔI ĐANG ĐẦU TƯ GÌ CHO TRÁI ĐẤT?🌏 Ngày Trái Đất 22/4 năm nay mang chủ đề ""Đầu tư vào hành tinh của chúng ta"". HEINEKEN Việt Nam đang nỗ lực bảo tồn nguồn nước nhằm phục hồi hệ sinh thái đầu nguồn tại lưu vực ba sông trọng điểm, nơi chúng tôi có nhà máy. Tháng 4 này, HEINEKEN Việt Nam đã cùng WWF-Việt Nam và Bộ Nông Nghiệp và Phát triển Nông thôn trồng mới 1.000 cây gỗ lớn trên 10 hecta đất rừng tại Vườn Quốc Gia Xuân Sơn, thuộc lưu vực sông Hồng. Hoạt động này là một các nỗ lực của HEINEKEN Việt Nam nhằm hiện thực hóa tham vọng bù hoàn 100% lượng nước đến hết năm 2025. Theo đó, HEINEKEN Việt Nam sẽ hoàn trả lại thiên nhiên lượng nước tương ứng với lượng nước trong toàn bộ sản phẩm của mình 💧 Hãy tham gia cùng chúng tôi ""Vì một Việt Nam tốt đẹp hơn"" nhé 💚 #HEINEKENVietnam #EarthDay2023",🌏💧💚,"['#HEINEKENVietnam', '#EarthDay2023']"
2023-04-21 18:47:00,149,"Thích, Yêu thích và Wow",3,"🎉 HEINEKEN VIỆT NAM TIẾP TỤC THẮNG LỚN TẠI MMA SMARTIES X GLOBAL 🎉 HEINEKEN Việt Nam rất vinh dự khi các chiến dịch Marketing sáng tạo trong năm qua của chúng tôi liên tục giành chiến thắng ở các giải thưởng Marketing uy tín tại Việt Nam, khu vực và toàn cầu. Tại MMA Smarties X Global 2022 vừa qua, Chiến dịch The eKoin của nhãn hiệu Heineken Silver đã mang về thêm 5 giải thưởng lớn. Trước đó, chiến dịch này đã giành 7 giải, trong đó có giải Best in Show tại MMA Smarties khu vực APAC. Các giải thưởng mà chiến dịch đạt được tại MMA Smarties X Global gồm: 🏆 3 Giải Vàng hạng mục:
Instant Impact
Customer Life-Cycle Marketing
Creator/ Influencer Marketing 🥈 2 Giải Bạc hạng mục:
Spatial Technology
User Experience (UX) & Design Chúng tôi muốn dành lời cảm ơn tới tất cả các thành viên cũng như đối tác của HEINEKEN Việt Nam. Những giải thưởng này sẽ tiếp sức cho chúng tôi tiếp tục sáng tạo để mang đến những trải nghiệm mới cho người tiêu dùng 💚 #HEINEKENVietnam",🎉🎉🏆🥈💚,['#HEINEKENVietnam']
2023-04-17 13:54:00,329,"Thích, Yêu thích và Haha",6,"Làm Sales là một hành trình đa dạng và thú vị! Với anh Phạm Phan Hồng Danh, Regional Commercial Manager, HEINEKEN Việt Nam – người làm Sales cần cởi mở và không ngừng học hỏi mỗi ngày. Chính với tinh thần này, anh Danh đã có một hành trình làm nghề thú vị, tại nhiều bộ phận và những những thị trường khác nhau. Cùng lắng nghe anh Danh chia sẻ về hành trình của mình qua video dưới đây nhé 💚 #HEINEKENVietnam",💚,['#HEINEKENVietnam']
2023-04-10 14:36:00,944,"Thích, Yêu thích và Thương thương",12,"Chinh phục khách hàng, người làm Sales nên làm gì? Tiếp tục với những chia sẻ về nghề nghiệp của người làm Sales, chúng ta cùng lắng nghe cách chinh phục khách hàng, qua chia sẻ của chị Dương Ngọc Thúy Vy, Sales Demand Planning Asistant nhé 💚 #HEINEKENVietnam",💚,['#HEINEKENVietnam']
2023-04-03 15:51:00,582,"Thích, Yêu thích và Thương thương",10,"Vì sao nên bắt đầu sự nghiệp với Sales? 🤔 Bắt đầu sự nghiệp bằng ngành Sales - tại sao không? Làm Sales có thể cho bạn một nền tảng vững chắc để có thể tiến xa hơn trong sự nghiệp. Cùng lắng nghe chia sẻ của Nguyễn Thị Lan Phương - Trade Activation Manager, HEINEKEN Việt Nam nhé 💚 #HEINEKENVietnam",🤔💚,['#HEINEKENVietnam']
2023-03-23 17:36:00,698,"Thích, Yêu thích và Thương thương",15,"Trong video Một ngày làm việc của nhân viên bộ phận Tiêu thụ, chúng ta đã theo chân chị Trần Đoàn Thùy Linh khám phá công việc hàng ngày của một Quản lý Tiếp thị Thương mại tại HEINEKEN Việt Nam. Cùng gặp lại chị Thùy Linh và lắng nghe chị chia sẻ nhiều hơn về công việc Tiếp thị Thương mại ngành bia, cũng như cách chị chinh phục công việc Tiếp thị Thương mại cho một nhãn hiệu đầy nam tính và mạnh mẽ như bia Tiger nhé 💚 #HEINEKENVietnam #LifeatHEINEKENVietnam",💚,"['#HEINEKENVietnam', '#LifeatHEINEKENVietnam']"
2023-03-22 15:53:00,367,Thích và Yêu thích,3,"HEINEKEN Việt Nam đã làm gì để bảo vệ nguồn nước? 💧 Nước là nguồn tài nguyên quý giá của Trái Đất và cũng là thành phần quan trọng, không thể thiếu để tạo ra bia. Ngày Nước Thế giới 22/3 năm nay có chủ đề “Thúc đẩy sự thay đổi”, nhằm giải quyết cuộc khủng hoảng nước đang diễn ra trên toàn cầu. Tại HEINEKEN Việt Nam, chúng tôi đang tiếp tục hành động để hiện thực hóa tham vọng bù hoàn 100% lượng nước trong sản phẩm vào năm 2025. Cùng tìm hiểu thêm về những gì chúng tôi đang làm để bảo vệ nguồn nước trong video dưới đây 💚 #HEINEKENViệtNam #WorldWaterDay",💧💚,"['#HEINEKENViệtNam', '#WorldWaterDay']"
2023-03-20 19:30:00,403,"Thích, Yêu thích và Thương thương",42,"🔔 CHƯƠNG TRÌNH THỰC TẬP SINH 2023 CHÍNH THỨC MỞ ĐƠN 🔔 Hãy tham gia Chương trình Thực tập HEINEKEN Việt Nam 2023 và bắt đầu một hành trình tuyệt vời ngay hôm nay bạn nhé. Các bộ phận đang mở tuyển:
🛒 Commerce (Sales, Marketing)
👷‍♀️ Supply Chain (Production, Technology, Engineering, Laboratory)
👨‍👩‍👧‍👦 Supporting Functions (People, Corporate Affairs, Digital and Technology) Điều kiện ứng tuyển:
📍 Sinh viên năm 3, 4 và chưa tốt nghiệp, có thể làm việc toàn thời gian trong vòng 6 tháng kể từ tháng 4/2023.
📍Là người có tinh thần cầu tiến, chủ động, tích cực và khả năng học tập tốt.
📍Kỹ năng giao tiếp, giải quyết vấn đề và kỹ năng tiếng Anh tốt. Tìm hiểu các vị trí mở tuyển và ứng tuyển ngay tại: https://forms.gle/yRqNMBtdyRsjkp3s9 #HEINEKENVietnam #Internship",🔔🔔🛒👷👨👩👧👦📍📍📍,"['#HEINEKENVietnam', '#Internship']"
